car,displacement,cylinders,mileage,fuel_capacity,fuel_type,height,length,width,body_type,doors,power,torque,seating_capacity,wheelbase,price,bts
Honda Amaze V Mt Petrol,1199,4,19.5,35.0,1,1501.0,3995.0,1695.0,5,4,88.77,110,5,2470,733000,Sed
Honda Amaze S Mt Petrol,1198,4,19.5,35.0,1,1501.0,3995.0,1695.0,5,4,88.77,110,5,2470,673000,Sed
Honda Amaze Exclusive Edition Diesel,1498,4,27.4,35.0,2,1501.0,3995.0,1695.0,5,4,98.63,200,5,2470,906000,Sed
Honda Amaze Exclusive Edition Petrol,1199,4,19.5,35.0,1,1501.0,3995.0,1695.0,5,4,88.77,110,5,2470,794000,Sed
Honda Amaze Vx Cvt Diesel,1498,4,27.4,35.0,2,1501.0,3995.0,1695.0,5,4,98.63,200,5,2470,966000,Sed
Honda Amaze Vx Cvt Petrol,1199,4,19.5,35.0,1,1501.0,3995.0,1695.0,5,4,88.77,110,5,2470,864000,Sed
Honda Amaze Ace Edition Cvt Diesel,1498,4,27.4,35.0,2,1501.0,3995.0,1695.0,5,4,98.63,200,5,2470,979300,Sed
Honda Amaze Ace Edition Cvt Petrol,1199,4,19.5,35.0,1,1501.0,3995.0,1695.0,5,4,88.77,110,5,2470,877300,Sed
Honda Amaze Ace Edition Mt Diesel,1498,4,27.4,35.0,2,1501.0,3995.0,1695.0,5,4,98.63,200,5,2470,906300,Sed
Honda Amaze Ace Edition Mt Petrol,1199,4,19.5,35.0,1,1501.0,3995.0,1695.0,5,4,88.77,110,5,2470,794300,Sed
Maruti Suzuki Gypsy Hard Top,1298,4,11.9,40.0,1,1875.0,4010.0,1540.0,4,3,78.91,103,8,2375,637343,SUV
Maruti Suzuki Gypsy Soft Top,1298,4,11.9,40.0,1,1845.0,4010.0,1540.0,4,3,78.91,103,8,2375,622730,SUV
Hyundai Venue 1.2 Kappa Mt E,1197,4,17.52,45.0,1,1590.0,3995.0,1770.0,4,5,80.88,112,5,2500,655000,SUV
Hyundai Venue 1.0 Turbo Gdi Mt S,998,4,18.27,45.0,1,1590.0,3995.0,1770.0,4,5,115.4,172,5,2500,826000,SUV
Hyundai Venue 1.0 Turbo Gdi Mt Sx,998,4,18.27,45.0,1,1590.0,3995.0,1770.0,4,5,115.4,172,5,2500,959000,SUV
Hyundai Venue 1.0 Turbo Gdi Mt Sx Dual Tone,998,4,18.27,45.0,1,1590.0,3995.0,1770.0,4,5,115.4,172,5,2500,974000,SUV
Hyundai Venue 1.0 Turbo Gdi Mt Sx(O),998,4,18.27,45.0,1,1590.0,3995.0,1770.0,4,5,115.4,172,5,2500,1065000,SUV
Hyundai Venue 1.0 Turbo Gdi Dct S,998,4,18.15,45.0,1,1590.0,3995.0,1770.0,4,5,116.39,172,5,2500,940000,SUV
Hyundai Venue 1.0 Turbo Gdi Dct Sx Plus,998,4,18.15,45.0,1,1590.0,3995.0,1770.0,4,5,116.39,172,5,2500,1115500,SUV
Hyundai Venue 1.2 Kappa Mt S,1197,4,17.52,45.0,1,1590.0,3995.0,1770.0,4,5,80.88,115,5,2500,725000,SUV
Hyundai Venue 1.4 Crdi Mt Sx(O),1397,4,23.7,45.0,2,1590.0,3995.0,1770.0,4,5,88.77,22,5,2500,1089000,SUV
Tata Nexon Xe,1198,3,17.6,44.0,1,1607.0,3994.0,1811.0,4,5,108.5,170,5,2498,695000,SUV
Tata Nexon Xm,1198,3,17.6,44.0,1,1607.0,3994.0,1811.0,4,5,108.5,170,5,2498,770000,SUV
Tata Nexon Xz,1198,3,17.6,44.0,1,1607.0,3994.0,1811.0,4,5,108.5,170,5,2498,870000,SUV
Tata Nexon Xz Plus,1198,3,17.6,44.0,1,1607.0,3994.0,1811.0,4,5,108.5,170,5,2498,950000,SUV
Tata Nexon Xz Plus Dual Tone,1198,3,17.6,44.0,1,1607.0,3994.0,1811.0,4,5,108.5,170,5,2498,970000,SUV
Tata Nexon Xz Plus (O),1198,3,17.6,44.0,1,1607.0,3994.0,1811.0,4,5,108.5,170,5,2498,1040000,SUV
Tata Nexon Xz Plus (O) Dual Tone,1198,3,17.6,44.0,1,1607.0,3994.0,1811.0,4,5,108.5,170,5,2498,1060000,SUV
Tata Nexon Xma,1198,3,17.6,44.0,1,1607.0,3994.0,1811.0,4,5,108.5,170,5,2498,830000,SUV
Tata Nexon Xza Plus,1198,3,17.6,44.0,1,1607.0,3994.0,1811.0,4,5,108.5,170,5,2498,1010000,SUV
Tata Nexon Xza Plus Dual Tone,1198,3,17.6,44.0,1,1607.0,3994.0,1811.0,4,5,108.5,170,5,2498,1030000,SUV
Tata Nexon Xza Plus (O),1198,3,17.6,44.0,1,1607.0,3994.0,1811.0,4,5,108.5,170,5,2498,1100000,SUV
Tata Nexon Xza Plus (O) Dual Tone,1198,3,17.6,44.0,1,1607.0,3994.0,1811.0,4,5,108.5,170,5,2498,1120000,SUV
Tata Nexon Xe Diesel,1497,4,23.97,44.0,2,1607.0,3994.0,1811.0,4,5,108.5,260,5,2498,845000,SUV
Tata Nexon Xm Diesel,1497,4,23.97,44.0,2,1607.0,3994.0,1811.0,4,5,108.5,260,5,2498,920000,SUV
Tata Nexon Xz Diesel,1497,4,23.97,44.0,2,1607.0,3994.0,1811.0,4,5,108.5,260,5,2498,1020000,SUV
Tata Nexon Xz Plus Diesel,1497,4,23.97,44.0,2,1607.0,3994.0,1811.0,4,5,108.5,260,5,2498,1100000,SUV
Tata Nexon Xz Plus Diesel Dual Tone,1497,4,23.97,44.0,2,1607.0,3994.0,1811.0,4,5,108.5,260,5,2498,1120000,SUV
Tata Nexon Xz Plus (O) Diesel,1497,4,23.97,44.0,2,1607.0,3994.0,1811.0,4,5,108.5,260,5,2498,1190000,SUV
Tata Nexon Xz Plus (O) Diesel Dual Tone,1497,4,23.97,44.0,2,1607.0,3994.0,1811.0,4,5,108.5,260,5,2498,1210000,SUV
Tata Nexon Xma Diesel,1497,4,23.97,44.0,2,1607.0,3994.0,1811.0,4,5,108.5,260,5,2498,980000,SUV
Tata Nexon Xza Plus Diesel,1497,4,23.97,44.0,2,1607.0,3994.0,1811.0,4,5,108.5,260,5,2498,1160000,SUV
Tata Nexon Xza Plus Diesel Dual Tone,1497,4,23.97,44.0,2,1607.0,3994.0,1811.0,4,5,108.5,260,5,2498,1180000,SUV
Tata Nexon Xza Plus (O) Diesel,1497,4,23.97,44.0,2,1607.0,3994.0,1811.0,4,5,108.5,260,5,2498,1250000,SUV
Tata Nexon Xza Plus (O) Diesel Dual Tone,1497,4,23.97,44.0,2,1607.0,3994.0,1811.0,4,5,108.5,260,5,2498,1270000,SUV
Fiat Linea Active Fire,1368,4,15.7,45.0,1,1487.0,4596.0,1730.0,5,4,112.44,207,5,2603,715860,Sed
Fiat Linea Active Multijet,1248,4,20.4,45.0,2,1494.0,4596.0,1730.0,5,4,91.73,209,5,2603,862175,Sed
Fiat Linea Dynamic Multijet,1248,4,20.4,45.0,2,1494.0,4596.0,1730.0,5,5,91.73,209,5,2603,932025,Sed
Fiat Linea Emotion Multijet,1248,4,20.4,45.0,2,1494.0,4596.0,1730.0,5,4,91.73,209,5,2603,991434,Sed
Fiat Linea T-Jet Emotion,1368,4,15.7,45.0,1,1487.0,4596.0,1730.0,5,4,112.44,207,5,2603,997763,Sed
Mahindra Bolero Power Plus Zlx,1493,4,16.5,60.0,2,1880.0,3995.0,1745.0,4,5,69.04,195,7,2680,886398,SUV
Mahindra Bolero Power Plus Slx,1493,4,16.5,60.0,2,1880.0,3995.0,1745.0,4,5,69.04,195,7,2680,851302,SUV
Mahindra Bolero Power Plus Sle,1493,4,16.5,60.0,2,1880.0,3995.0,1745.0,4,5,69.04,195,7,2680,785656,SUV
Mahindra Bolero Power Plus Lx,1493,4,16.5,60.0,2,1880.0,3995.0,1745.0,4,5,69.04,195,7,2680,749192,SUV
Mahindra Bolero Power Plus Plus Ac Bs4 Ps,2523,4,15.96,60.0,2,1977.0,4494.0,1745.0,4,5,62.14,180,7,2794,859497,SUV
Mahindra Bolero Power Plus Plus Non Ac Bs4 Ps,2523,4,15.96,60.0,2,1977.0,4440.0,1660.0,4,5,62.14,195,9,2794,819117,SUV
Maruti Suzuki Vitara Brezza Ldi,1248,4,24.3,48.0,2,1640.0,3995.0,1790.0,4,5,88.77,200,5,2500,762742,SUV
Maruti Suzuki Vitara Brezza Vdi,1248,4,24.3,48.0,2,1640.0,3995.0,1790.0,4,5,88.77,200,5,2500,814742,SUV
Maruti Suzuki Vitara Brezza Zdi,1248,4,24.3,48.0,2,1640.0,3995.0,1790.0,4,5,88.77,200,5,2500,892243,SUV
Maruti Suzuki Vitara Brezza Zdi+,1248,4,24.3,48.0,2,1640.0,3995.0,1790.0,4,5,88.77,200,5,2500,987743,SUV
Maruti Suzuki Vitara Brezza Zdi+ Dual Tone,1248,4,24.3,48.0,2,1640.0,3995.0,1790.0,4,5,88.77,200,5,2500,1003552,SUV
Maruti Suzuki Vitara Brezza Zdi+ Ags,1248,4,24.3,48.0,2,1640.0,3995.0,1790.0,4,5,88.77,200,5,2500,1037742,SUV
Maruti Suzuki Vitara Brezza Vdi Ags,1248,4,24.3,48.0,2,1640.0,3995.0,1790.0,4,5,88.77,200,5,2500,864742,SUV
Maruti Suzuki Vitara Brezza Zdi Ags,1248,4,24.3,48.0,2,1640.0,3995.0,1790.0,4,5,88.77,200,5,2500,942243,SUV
Maruti Suzuki Vitara Brezza Zdi+ Dual Tone Ags,1248,4,24.3,48.0,2,1640.0,3995.0,1790.0,4,5,88.77,200,5,2500,1059742,SUV
Hyundai I20 Active 1.2 S,1197,4,17.19,40.0,1,1555.0,3995.0,1760.0,1,5,81.86,114,5,2570,774035,Hat
Hyundai I20 Active 1.2 Sx,1197,4,17.19,40.0,1,1555.0,3995.0,1760.0,1,5,81.86,114,5,2570,858536,Hat
Hyundai I20 Active 1.2 Sx Dual Tone,1197,4,17.19,40.0,1,1555.0,3995.0,1760.0,1,5,81.86,114,5,2570,882298,Hat
Hyundai I20 Active 1.4 Sx,1396,4,21.19,40.0,2,1555.0,3995.0,1760.0,1,5,88.77,220,5,2570,993393,Hat
Ford Ecosport 1.5L Ti-Vct Ambiente,1497,3,17.0,52.0,1,1647.0,3998.0,1765.0,4,5,121.32,150,5,2519,791000,SUV
Ford Ecosport 1.5L Ti-Vct Trend,1497,3,17.0,52.0,1,1647.0,3998.0,1765.0,4,5,121.32,150,5,2519,871000,SUV
Ford Ecosport 1.5L Ti-Vct Titanium,1497,3,17.0,52.0,1,1647.0,3998.0,1765.0,4,5,121.32,150,5,2519,950000,SUV
Ford Ecosport 1.5L Ti-Vct Titanium Plus At,1497,3,14.8,52.0,1,1647.0,3998.0,1765.0,4,5,121.32,150,5,2519,1130000,SUV
Ford Ecosport 1.5L Tdci Ambiente,1498,4,23.0,52.0,2,1647.0,3998.0,1765.0,4,5,98.63,205,5,2519,841000,SUV
Ford Ecosport 1.5L Tdci Trend,1498,4,23.0,52.0,2,1647.0,3998.0,1765.0,4,5,98.63,205,5,2519,921000,SUV
Ford Ecosport 1.5L Tdci Titanium,1498,4,23.0,52.0,2,1647.0,3998.0,1765.0,4,5,98.63,205,5,2579,999900,SUV
Ford Ecosport 1.5L Tdci Titanium Plus,1498,4,23.0,52.0,2,1647.0,3998.0,1765.0,4,5,98.63,205,5,2519,1090000,SUV
Ford Ecosport 1.5L Ti-Vct Titanium Plus,1497,4,23.0,52.0,1,1647.0,3998.0,1765.0,4,5,121.32,150,5,2519,999900,SUV
Ford Ecosport 1.5L Tdci Titanium S,1498,3,23.0,52.0,2,1647.0,3998.0,1765.0,4,5,98.63,205,5,2519,1145000,SUV
Ford Ecosport 1.5L Ti-Vct Thunder Edition,1497,4,23.0,52.0,1,1647.0,3998.0,1765.0,4,5,121.32,150,5,2519,999900,SUV
Ford Ecosport 1.5L Tdci Thunder Edition,1498,4,23.0,52.0,2,1647.0,3998.0,1765.0,4,5,98.63,205,5,2519,1090000,SUV
Renault Duster Rxe Petrol,1498,4,13.87,50.0,1,1695.0,4315.0,1822.0,4,5,104.55,142,5,2673,799990,SUV
Renault Duster Rxs Petrol,1498,4,13.87,50.0,1,1695.0,4315.0,1822.0,4,5,104.55,142,5,2673,919990,SUV
Renault Duster Rxs (Opt) Cvt,1498,4,13.87,50.0,1,1695.0,4315.0,1822.0,4,5,104.55,142,5,2673,999990,SUV
Renault Duster 85 Ps Rxe Mt Diesel,1461,4,19.6,50.0,2,1695.0,4315.0,1822.0,4,5,83.84,200,5,2673,929990,SUV
Renault Duster 85 Ps Rxs Mt Diesel,1461,4,19.6,50.0,2,1695.0,4315.0,1822.0,4,5,83.84,200,5,2673,999990,SUV
Renault Duster 110 Ps Rxs Mt Diesel,1461,4,19.6,50.0,2,1695.0,4315.0,1822.0,4,5,108.5,245,5,2673,1119990,SUV
Renault Duster 110 Ps Rxz Mt Diesel,1461,4,19.6,50.0,2,1695.0,4315.0,1822.0,4,5,108.5,245,5,2673,1209990,SUV
Renault Duster 110 Ps Rxz Amt Diesel,1461,4,19.6,50.0,2,1695.0,4315.0,1822.0,4,5,108.5,245,5,2673,1249990,SUV
Renault Duster 110 Ps Rxs Awd (Opt) Diesel,1461,4,19.6,50.0,2,1695.0,4315.0,1822.0,4,5,108.5,245,5,2673,1249990,SUV
Hyundai Verna 1.6 Vtvt Sx,1591,4,17.7,45.0,1,1445.0,4440.0,1729.0,5,4,121.32,151,5,2600,999900,Sed
Hyundai Verna 1.6 Crdi Sx,1582,4,23.9,45.0,2,1445.0,4440.0,1729.0,5,4,126.25,260,5,2600,1172544,Sed
Hyundai Verna 1.6 Crdi Sx (O),1582,4,23.5,45.0,2,1445.0,4440.0,1729.0,5,4,126.25,260,5,2600,1301881,Sed
Hyundai Verna 1.6 Vtvt Sx (O),1591,4,17.7,45.0,1,1445.0,4440.0,1729.0,5,4,121.32,151,5,2600,1172999,Sed
Hyundai Verna 1.6 Crdi Sx Plus At,1582,4,17.1,45.0,2,1445.0,4440.0,1729.0,5,4,126.25,260,5,2600,1328545,Sed
Hyundai Verna 1.6 Vtvt Sx(O) At,1591,4,17.7,45.0,1,1445.0,4440.0,1729.0,5,4,121.32,155,5,2600,1287999,Sed
Hyundai Verna 1.4 Vtvt Ex,1396,4,19.1,45.0,1,1445.0,4440.0,1729.0,5,4,98.63,133,5,2600,933182,Sed
Hyundai Verna 1.4 Vtvt E,1396,4,19.1,45.0,1,1445.0,4440.0,1729.0,5,4,98.63,133,5,2600,817867,Sed
Hyundai Verna 1.6 Vtvt Sx (O) Anniversary Edition,1591,4,17.7,45.0,1,1445.0,4440.0,1729.0,5,4,121.32,151,5,2600,1178894,Sed
Hyundai Verna 1.6 Vtvt Sx Plus At,1591,4,17.7,45.0,1,1445.0,4440.0,1729.0,5,4,121.32,155,5,2600,1162875,Sed
Hyundai Verna 1.6 Crdi Sx(O) At,1582,4,17.1,45.0,2,1445.0,4440.0,1729.0,5,4,126.25,260,5,2600,1407871,Sed
Mahindra Xuv300 1.5 W6 Amt,1497,4,20.0,42.0,2,1617.0,3995.0,1821.0,4,5,113.43,300,5,2600,999000,SUV
Renault Lodgy 85 Ps Std,1461,4,21.04,50.0,2,1697.0,4498.0,1751.0,3,4,83.84,200,8,2810,863299,MUV
Renault Lodgy 85 Ps Rxe 8 Seater,1461,4,21.04,50.0,2,1697.0,4498.0,1751.0,3,4,83.84,200,8,2810,964199,MUV
Renault Lodgy Stepway Rxz 110Ps 8-Seater,1461,4,19.98,50.0,2,1697.0,4498.0,1751.0,3,4,108.5,245,8,2810,1211599,MUV
Renault Lodgy Stepway Rxz 110Ps 7-Seater,1461,4,19.98,50.0,2,1697.0,4498.0,1751.0,3,4,108.5,245,7,2810,1211599,MUV
Renault Lodgy Stepway Rxl 85Ps 8-Seater,1461,4,21.04,50.0,2,1697.0,4498.0,1751.0,3,4,83.84,200,8,2810,1053899,MUV
Renault Lodgy Stepway Rxz 85Ps 8-Seater,1461,4,21.04,50.0,2,1697.0,4498.0,1751.0,3,4,83.84,200,8,2810,1130099,MUV
Renault Lodgy 85 Ps Rxe 7 Seater,1461,4,21.04,50.0,2,1697.0,4498.0,1751.0,3,4,83.84,200,7,2810,964199,MUV
Volkswagen Vento Trendline 1.6 (P),1598,4,16.09,55.0,1,1467.0,4390.0,1699.0,5,5,103.56,153,5,2553,876500,Sed
Volkswagen Vento Highline 1.6 (P),1598,4,16.09,55.0,1,1467.0,4390.0,1699.0,5,4,103.56,153,5,2553,999900,Sed
Volkswagen Vento Comfortline 1.6 (P),1598,4,16.09,55.0,1,1467.0,4390.0,1699.0,5,4,103.56,153,5,2553,999900,Sed
Volkswagen Vento Highline 1.2 (P) Dsg,1197,4,18.19,55.0,1,1467.0,4390.0,1699.0,5,4,103.56,175,5,2553,1197500,Sed
Volkswagen Vento Highline Plus 1.2 (P) Dsg,1197,4,18.19,55.0,1,1467.0,4390.0,1699.0,5,4,103.56,175,5,2553,1449500,Sed
Volkswagen Vento Trendline 1.5 (D),1498,4,20.64,55.0,2,1467.0,4390.0,1699.0,5,4,103.56,250,5,2553,958500,Sed
Volkswagen Vento Comfortline 1.5 (D),1498,4,20.64,55.0,2,1467.0,4390.0,1699.0,5,4,103.56,250,5,2553,999900,Sed
Volkswagen Vento Highline 1.5 (D),1498,4,20.64,55.0,2,1467.0,4390.0,1699.0,5,4,103.56,250,5,2553,1210500,Sed
Volkswagen Vento Highline 1.5 (D) Dsg,1498,4,21.5,55.0,2,1467.0,4390.0,1699.0,5,4,103.56,250,5,2553,1336500,Sed
Volkswagen Vento Highline Plus 1.5 (D) Dsg,1498,4,20.64,55.0,2,1467.0,4390.0,1699.0,5,4,103.56,250,5,2553,1317500,Sed
Volkswagen Vento Gt Line (D),1498,4,19.91,45.0,2,1469.0,3971.0,1682.0,1,5,108.5,250,5,2469,1449500,Hat
Volkswagen Vento Gt Line (P) Dsg,1197,4,17.21,45.0,1,1469.0,3971.0,1682.0,1,5,103.56,175,5,2469,1317500,Hat
Honda Brv E Petrol,1497,4,15.4,42.0,1,1666.0,4453.0,1735.0,4,5,117.37,145,7,2662,952900,SUV
Honda Brv S Petrol,1497,4,15.4,42.0,1,1666.0,4453.0,1735.0,4,5,117.37,145,7,2662,1052900,SUV
Honda Brv V Petrol,1497,4,15.4,42.0,1,1666.0,4453.0,1735.0,4,5,117.37,145,7,2662,1167900,SUV
Honda Brv Vx Petrol,1497,4,15.4,42.0,1,1666.0,4456.0,1735.0,4,5,117.37,145,7,2662,1271900,SUV
Honda Brv V Cvt Petrol,1497,4,16.0,42.0,1,1666.0,4456.0,1735.0,4,5,117.37,145,7,2662,1285900,SUV
Honda Brv S Diesel,1498,4,21.9,42.0,2,1666.0,4453.0,1735.0,4,5,98.63,200,7,2662,1187900,SUV
Honda Brv V Diesel,1498,4,21.9,42.0,2,1666.0,4453.0,1735.0,4,5,98.63,200,7,2662,1273900,SUV
Honda Brv Vx Diesel,1498,4,21.9,42.0,2,1666.0,4456.0,1735.0,4,5,98.63,200,7,2662,1382900,SUV
Mahindra Thar Crde,2498,4,13.0,60.0,2,1930.0,3920.0,1726.0,4,3,103.56,247,6,2430,959860,SUV
Mahindra Thar 700 Special Edition,2498,4,13.0,60.0,2,1930.0,3920.0,1726.0,4,3,103.56,247,6,2430,999148,SUV
Mahindra Thar Crde Abs,2498,4,13.0,60.0,2,1930.0,3920.0,1726.0,4,3,103.56,247,6,2430,974860,SUV
Force Gurkha Xpedition 5 Door,2596,4,17.0,63.0,2,2055.0,4342.0,1790.0,4,5,83.84,230,7,2750,999000,SUV
Force Gurkha Xplorer 3 Door,2596,4,17.0,63.0,2,2055.0,3992.0,1790.0,4,3,83.84,230,5,2400,1075000,SUV
Force Gurkha Xpedition 3 Door,2596,4,17.0,63.0,2,2055.0,4342.0,1790.0,4,5,83.84,230,7,2750,975000,SUV
Force Gurkha Xplorer 5 Door,2596,4,17.0,63.0,2,2055.0,3992.0,1790.0,4,5,83.84,230,5,2400,1225000,SUV
Maruti Suzuki Xl6 Zeta Mt,1462,4,19.01,45.0,1,1700.0,4445.0,1775.0,2,5,102.58,138,6,2740,984689,MPV
Maruti Suzuki Xl6 Alpha Mt,1462,4,19.01,45.0,1,1700.0,4445.0,1775.0,2,5,102.58,138,6,2740,1041189,MPV
Maruti Suzuki Xl6 Zeta At,1462,4,17.01,45.0,1,1700.0,4445.0,1775.0,2,5,102.58,138,6,2740,1094689,MPV
Maruti Suzuki Xl6 Alpha At,1462,4,17.01,45.0,1,1700.0,4445.0,1775.0,2,5,102.58,138,6,2740,1151189,MPV
Mahindra Tuv300 Plus P4,2179,3,18.49,60.0,2,1812.0,4400.0,1835.0,4,5,118.36,280,9,2680,992748,SUV
Mahindra Tuv300 Plus P6,2179,3,18.49,60.0,2,1812.0,4400.0,1835.0,4,5,118.36,280,9,2680,1029650,SUV
Mahindra Tuv300 Plus P8,2179,3,18.49,60.0,2,1812.0,4400.0,1835.0,4,5,118.36,280,9,2680,1142157,SUV
Mahindra Marazzo M2 7 Str,1497,4,17.3,45.0,2,1774.0,4585.0,1866.0,2,5,119.34,300,7,2760,999900,MPV
Mahindra Marazzo M4 7 Str,1497,4,17.3,45.0,2,1774.0,4585.0,1866.0,2,5,119.34,300,7,2760,1156471,MPV
Mahindra Marazzo M6 7 Str,1497,4,17.3,45.0,2,1774.0,4585.0,1866.0,2,5,119.34,300,7,2760,1308592,MPV
Mahindra Marazzo M8 7 Str,1497,4,17.3,45.0,2,1774.0,4585.0,1866.0,2,5,119.34,300,7,2760,1468440,MPV
Mahindra Marazzo M2 8 Str,1497,4,17.3,45.0,2,1774.0,4585.0,1866.0,2,5,119.34,300,8,2760,999900,MPV
Mahindra Marazzo M4 8 Str,1497,4,17.3,45.0,2,1774.0,4585.0,1866.0,2,5,119.34,300,8,2760,1164569,MPV
Mahindra Marazzo M6 8 Str,1497,4,17.3,45.0,2,1774.0,4585.0,1866.0,2,5,119.34,300,8,2760,1316690,MPV
Mahindra Marazzo M8 8 Str,1497,4,17.3,45.0,2,1774.0,4585.0,1866.0,2,5,119.34,300,8,2760,1476538,MPV
Mahindra Scorpio S3 2Wd,2523,4,15.4,60.0,2,1930.0,4456.0,1820.0,4,5,73.97,200,9,2680,999994,SUV
Mahindra Scorpio 4Wd Getaway,2179,4,10.22,80.0,2,1874.0,5118.0,1850.0,4,5,119.34,280,5,3040,1236258,SUV
Mahindra Scorpio 2Wd Getaway,2179,4,13.5,80.0,2,1874.0,5118.0,1850.0,4,5,119.34,280,5,3040,1123158,SUV
Mahindra Scorpio S5 2Wd,2179,4,15.4,60.0,2,1995.0,4456.0,1820.0,4,5,118.36,280,9,2680,1220030,SUV
Mahindra Scorpio S7 120 2Wd,2179,4,15.4,60.0,2,1995.0,4456.0,1820.0,4,5,118.36,280,9,2680,1330006,SUV
Mahindra Scorpio S7 140 2Wd,2179,4,15.4,60.0,2,1995.0,4456.0,1820.0,4,5,138.08,320,9,2680,1360668,SUV
Mahindra Scorpio S11 2Wd,2179,4,15.4,60.0,2,1995.0,4456.0,1820.0,4,5,138.08,320,9,2680,1540081,SUV
Mahindra Scorpio S11 4Wd,2179,4,15.4,60.0,2,1995.0,4456.0,1820.0,4,5,138.08,320,9,2680,1663054,SUV
Mahindra Scorpio S9 2Wd,2179,4,15.4,60.0,2,1995.0,4456.0,1820.0,4,5,138.08,320,9,2680,1423710,SUV
Skoda Monte Carlo Monte Carlo 1.5 Tdi At,1498,4,21.72,55.0,2,1466.0,4413.0,1699.0,5,4,108.5,250,5,2552,1425599,Sed
Skoda Monte Carlo Monte Carlo 1.6 Mpi At,1598,4,14.84,55.0,1,1466.0,4413.0,1699.0,5,4,103.56,153,5,2552,1269599,Sed
Skoda Monte Carlo Monte Carlo 1.5 Tdi Mt,1498,4,21.13,55.0,2,1466.0,4413.0,1699.0,5,4,108.5,250,5,2552,1299599,Sed
Skoda Monte Carlo Monte Carlo 1.6 Mpi Mt,1598,4,15.41,55.0,1,1466.0,4413.0,1699.0,5,4,103.56,153,5,2552,1139599,Sed
Mahindra Xuv500 G At,2179,4,13.85,70.0,1,1785.0,4585.0,1890.0,4,5,138.08,320,7,2700,1610180,SUV
Mahindra Xuv500 W7,2179,4,15.1,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1418313,SUV
Mahindra Xuv500 W7 At,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1539488,SUV
Mahindra Xuv500 W9,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1588943,SUV
Mahindra Xuv500 W9 At,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1710118,SUV
Mahindra Xuv500 W11,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1716319,SUV
Mahindra Xuv500 W11 At,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1837586,SUV
Mahindra Xuv500 W11 (O),2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1741319,SUV
Mahindra Xuv500 W11 (O) At,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1862586,SUV
Mahindra Xuv500 G At,2179,4,13.85,70.0,1,1785.0,4585.0,1890.0,4,5,138.08,320,7,2700,1610180,SUV
Mahindra Xuv500 W7,2179,4,15.1,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1418313,SUV
Mahindra Xuv500 W7 At,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1539488,SUV
Mahindra Xuv500 W9,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1588943,SUV
Mahindra Xuv500 W9 At,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1710118,SUV
Mahindra Xuv500 W11,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1716319,SUV
Mahindra Xuv500 W11 At,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1837586,SUV
Mahindra Xuv500 W11 (O),2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1741319,SUV
Mahindra Xuv500 W11 (O) At,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1862586,SUV
Mahindra Xuv500 W11 (O) Awd,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1852488,SUV
Mahindra Xuv500 W11 (O) Awd At,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,330,7,2700,1973664,SUV
Mahindra Xuv500 W3,2179,4,16.0,70.0,2,1785.0,4585.0,1890.0,4,5,152.88,360,7,2700,1230924,SUV
Tata Hexa Xm Plus 4X2,2179,4,17.6,60.0,2,1791.0,4788.0,1903.0,4,5,153.87,400,7,2850,1639374,SUV
Tata Hexa Xta 4X2,2179,4,17.6,60.0,2,1791.0,4788.0,1903.0,4,5,153.87,400,6,2850,1912593,SUV
Tata Hexa Xe 4X2,2179,4,17.6,60.0,2,1791.0,4788.0,1903.0,4,5,147.95,320,7,2850,1371864,SUV
Tata Hexa Xm 4X2,2179,4,17.6,60.0,2,1791.0,4788.0,1903.0,4,5,153.87,400,7,2850,1531377,SUV
Toyota Innova Crysta 2.4 Gx 7 Str,2393,4,15.4,55.0,2,1795.0,4735.0,1830.0,3,5,147.95,343,7,2750,1605000,MUV
