,Make,Model,Variant,Car,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,ARAI_Certified_Mileage,Fuel_System,Fuel_Type,Body_Type,Doors,Power,Torque,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,Ventilation_System,Number_of_Airbags,Parking_Assistance,Infotainment_Screen
96,Toyota,Etios Liva,Dual Tone Vxd,Toyota Etios Liva Dual Tone Vxd,756700,1364 cc,4.0,FWD (Front Wheel Drive),23.59,Injection,Diesel,Hatchback,5.0,68PS@3800rpm,170Nm@1800-2400rpm,5.0,Fabric,Manual,2460 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
97,Toyota,Etios Liva,Gx,Toyota Etios Liva Gx,558400,1197 cc,4.0,FWD (Front Wheel Drive),18.16,Injection,Petrol,Hatchback,5.0,80PS@5600rpm,104Nm@3100rpm,5.0,Fabric,Manual,2460 mm,,Manual Air conditioning with cooling and heating,2.0,,
98,Toyota,Etios Liva,Gxd,Toyota Etios Liva Gxd,686000,1364 cc,4.0,FWD (Front Wheel Drive),23.59,Injection,Diesel,Hatchback,5.0,68PS@3800rpm,170Nm@1800-2400rpm,5.0,Fabric,Manual,2460 mm,,Manual Air conditioning with cooling and heating,2.0,,
99,Toyota,Etios Liva,Vx Dual Tone Limited Edition,Toyota Etios Liva Vx Dual Tone Limited Edition,662700,1197 cc,4.0,FWD (Front Wheel Drive),18.16,Injection,Petrol,Hatchback,5.0,80PS@5600rpm,104Nm@3100rpm,5.0,Fabric,Manual,2460 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors with camera,Touch Sensitive
100,Toyota,Etios Liva,Vxd Dual Tone Limited Edition,Toyota Etios Liva Vxd Dual Tone Limited Edition,777700,1364 cc,4.0,FWD (Front Wheel Drive),23.59,Injection,Diesel,Hatchback,5.0,68PS@3800rpm,170Nm@1800-2400rpm,5.0,Fabric,Manual,2460 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors with camera,Touch Sensitive
101,Nissan,Micra Active,Xl,Nissan Micra Active Xl,525021,1198 cc,3.0,FWD (Front Wheel Drive),18.97,Injection,Petrol,Hatchback,5.0,68PS@5000rpm,104Nm@4000rpm,5.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
102,Nissan,Micra Active,Xv,Nissan Micra Active Xv,599950,1198 cc,3.0,FWD (Front Wheel Drive),19.49,Injection,Petrol,Hatchback,5.0,68PS@5000rpm,104Nm@4000rpm,5.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Touch Sensitive
103,Nissan,Micra Active,Xl (O),Nissan Micra Active Xl (O),563133,1198 cc,3.0,FWD (Front Wheel Drive),18.97,Injection,Petrol,Hatchback,5.0,68PS@5000rpm,104Nm@4000rpm,5.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
104,Tata,Bolt,Xt Diesel,Tata Bolt Xt Diesel,787980,1248 cc,4.0,FWD (Front Wheel Drive),22.95,Injection,Diesel,Hatchback,5.0,75PS@4000rpm,190Nm@1750-3000rpm,5.0,Fabric,Manual,2470 mm,,Fully automatic climate control,2.0,,
105,Tata,Bolt,Xe Diesel,Tata Bolt Xe Diesel,661111,1248 cc,4.0,FWD (Front Wheel Drive),22.95,Injection,Diesel,Hatchback,5.0,75PS@4000rpm,190Nm@1750-3000rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,,,
106,Tata,Bolt,Xm Diesel,Tata Bolt Xm Diesel,693798,1248 cc,4.0,FWD (Front Wheel Drive),22.95,Injection,Diesel,Hatchback,5.0,75PS@4000rpm,190Nm@1750-3000rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,,,
107,Tata,Bolt,Xms Diesel,Tata Bolt Xms Diesel,719661,1248 cc,4.0,FWD (Front Wheel Drive),22.95,Injection,Diesel,Hatchback,5.0,75PS@4000rpm,190Nm@1750-3000rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,2.0,,
108,Tata,Bolt,Xt Petrol,Tata Bolt Xt Petrol,674960,1193 cc,4.0,FWD (Front Wheel Drive),17.57,Injection,Petrol,Hatchback,5.0,90PS@5000rpm,140Nm@1500-4000rpm,5.0,Fabric,Manual,2470 mm,,Fully automatic climate control,2.0,,
109,Tata,Bolt,Xe Petrol,Tata Bolt Xe Petrol,529035,1193 cc,4.0,FWD (Front Wheel Drive),17.57,Injection,Petrol,Hatchback,5.0,90PS@5000rpm,140Nm@1500-4000rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,,,
110,Tata,Bolt,Xm Petrol,Tata Bolt Xm Petrol,590268,1193 cc,4.0,FWD (Front Wheel Drive),17.57,Injection,Petrol,Hatchback,5.0,90PS@5000rpm,140Nm@1500-4000rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,,,
111,Tata,Bolt,Xms Petrol,Tata Bolt Xms Petrol,614515,1193 cc,4.0,FWD (Front Wheel Drive),17.57,Injection,Petrol,Hatchback,5.0,90PS@5000rpm,140Nm@1500-4000rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,2.0,,
113,Hyundai,Xcent Prime,T,Hyundai Xcent Prime T,536859,1197 cc,4.0,FWD (Front Wheel Drive),15.7,Injection,Petrol,Sedan,4.0,83PS@6000rpm,114Nm@6000rpm,5.0,Fabric,Manual,2425 mm,,Yes,,,
114,Hyundai,Xcent Prime,T+,Hyundai Xcent Prime T+,556130,1197 cc,4.0,FWD (Front Wheel Drive),,Injection,Petrol,Sedan,4.0,83PS@6000rpm,114Nm@6000rpm,5.0,Fabric,Manual,2425 mm,,Manual Air conditioning with cooling and heating,,,
116,Hyundai,Xcent Prime,T+ Crdi,Hyundai Xcent Prime T+ Crdi,639616,1197 cc,4.0,FWD (Front Wheel Drive),20.14,Injection,Diesel,Sedan,4.0,70bhp@4000RPM,114Nm@6000rpm,5.0,Fabric,Manual,2425 mm,,Yes,2.0,,
117,Hyundai,Xcent Prime,T Crdi,Hyundai Xcent Prime T Crdi,620297,1197 cc,4.0,FWD (Front Wheel Drive),20.0,Injection,Diesel,Sedan,4.0,71PS@4000rpm,114Nm@6000rpm,5.0,Fabric,Manual,2425 mm,,Yes,2.0,,
118,Maruti Suzuki,Dzire Tour,Ldi,Maruti Suzuki Dzire Tour Ldi,653523,1248 cc,4.0,FWD (Front Wheel Drive),28.4,Injection,Diesel,Sedan,4.0,75PS@4000rpm,190Nm@2000rpm,5.0,Fabric,Manual,2430 mm,,Manual Air conditioning with cooling and heating,,,
119,Maruti Suzuki,Dzire Tour,Lxi,Maruti Suzuki Dzire Tour Lxi,553423,1197 cc,4.0,FWD (Front Wheel Drive),22.0,Injection,Petrol,Sedan,4.0,83PS@6000rpm,115Nm@4000rpm,5.0,Fabric,Manual,2430 mm,,Manual Air conditioning with cooling and heating,,,
121,Hyundai,Elite I20,Era 1.2,Hyundai Elite I20 Era 1.2,559693,1197 cc,4.0,FWD (Front Wheel Drive),18.6,Injection,Petrol,Hatchback,5.0,84PS@6000rpm,115Nm@4000rpm,5.0,Fabric,Manual,2525 mm,,Manual Air conditioning with cooling and heating,2.0,,
122,Hyundai,Elite I20,Era 1.4 Crdi,Hyundai Elite I20 Era 1.4 Crdi,697803,1396 cc,4.0,FWD (Front Wheel Drive),22.54,Injection,Diesel,Hatchback,5.0,90PS@4000rpm,220Nm@1500rpm,5.0,Fabric,Manual,2570 mm,,Manual Air conditioning with cooling and heating,2.0,,
123,Hyundai,Elite I20,Magna Plus,Hyundai Elite I20 Magna Plus,634950,1197 cc,4.0,FWD (Front Wheel Drive),18.6,Injection,Petrol,Hatchback,5.0,84PS@6000rpm,115Nm@4000rpm,5.0,Fabric,Manual,2570 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
124,Hyundai,Elite I20,Magna Plus Crdi,Hyundai Elite I20 Magna Plus Crdi,770803,1396 cc,4.0,FWD (Front Wheel Drive),22.54,Injection,Diesel,Hatchback,5.0,90PS@4000rpm,220Nm@1500rpm,5.0,Fabric,Manual,2570 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
125,Hyundai,Elite I20,Sportz Plus,Hyundai Elite I20 Sportz Plus,721693,1197 cc,4.0,FWD (Front Wheel Drive),18.6,Injection,Petrol,Hatchback,5.0,84PS@6000rpm,115Nm@4000rpm,5.0,Fabric,Manual,2570 mm,,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
126,Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,Hyundai Elite I20 Sportz Plus Crdi Dual Tone,876103,1396 cc,4.0,FWD (Front Wheel Drive),22.54,Injection,Diesel,Hatchback,5.0,90PS@4000rpm,220Nm@1500rpm,5.0,Fabric,Manual,2570 mm,,Fully automatic climate control,2.0,Rear sensors with camera,
127,Hyundai,Elite I20,Asta (O) 1.2,Hyundai Elite I20 Asta (O) 1.2,808993,1197 cc,4.0,FWD (Front Wheel Drive),18.15,Injection,Petrol,Hatchback,5.0,84PS@6000rpm,114Nm@4000rpm,5.0,Fabric,Manual,2570 mm,Yes,Fully automatic climate control,6.0,Rear sensors with camera,Touch Sensitive
128,Hyundai,Elite I20,Asta (O) Crdi,Hyundai Elite I20 Asta (O) Crdi,934003,1396 cc,4.0,FWD (Front Wheel Drive),22.54,Injection,Diesel,Hatchback,5.0,90PS@4000rpm,220Nm@1500-2750rpm,5.0,Fabric,Manual,2570 mm,Yes,Fully automatic climate control,6.0,Rear sensors with camera,Touch Sensitive
129,Hyundai,Elite I20,Asta (O) Cvt,Hyundai Elite I20 Asta (O) Cvt,920993,1197 cc,4.0,FWD (Front Wheel Drive),18.6,Injection,Petrol,Hatchback,5.0,83PS@6000rpm,115Nm@4000rpm,5.0,Fabric,Automatic,2570 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,
130,Hyundai,Elite I20,Sportz Plus Dual Tone,Hyundai Elite I20 Sportz Plus Dual Tone,751693,1197 cc,4.0,FWD (Front Wheel Drive),18.6,Injection,Petrol,Hatchback,5.0,84PS@6000rpm,115Nm@4000rpm,5.0,Fabric,Manual,2570 mm,,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
131,Hyundai,Elite I20,Sportz Plus Cvt,Hyundai Elite I20 Sportz Plus Cvt,831693,1197 cc,4.0,FWD (Front Wheel Drive),18.6,Injection,Petrol,Hatchback,5.0,84PS@6000rpm,115Nm@4000rpm,5.0,Fabric,Manual,2570 mm,,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
132,Hyundai,Elite I20,Sportz Plus Crdi,Hyundai Elite I20 Sportz Plus Crdi,846103,1396 cc,4.0,FWD (Front Wheel Drive),22.54,Injection,Diesel,Hatchback,5.0,90PS@4000rpm,220Nm@1500rpm,5.0,Fabric,Manual,2570 mm,,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
145,Volkswagen,Polo,Trendline 1.0L (P),Volkswagen Polo Trendline 1.0L (P),582000,999 cc,3.0,FWD (Front Wheel Drive),18.78,Injection,Petrol,Hatchback,5.0,76PS@6200RPM,95Nm@3000-4300rpm,5.0,Polyurethene,Manual,2469 mm,,Manual Air conditioning with cooling and heating,2.0,,
146,Volkswagen,Polo,Comfortline 1.0 (P),Volkswagen Polo Comfortline 1.0 (P),676500,999 cc,3.0,FWD (Front Wheel Drive),18.78,Injection,Petrol,Hatchback,5.0,76PS@6200RPM,95Nm@3000-4300rpm,5.0,Polyurethene,Manual,2469 mm,,Manual Air conditioning with cooling and heating,2.0,,
147,Volkswagen,Polo,Highline Plus 1.0 (P),Volkswagen Polo Highline Plus 1.0 (P),776500,999 cc,3.0,FWD (Front Wheel Drive),18.78,Injection,Petrol,Hatchback,5.0,76PS@6200RPM,95Nm@3000-4300rpm,5.0,Leather,Manual,2469 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
148,Volkswagen,Polo,Trendline 1.5L (D),Volkswagen Polo Trendline 1.5L (D),734500,1498 cc,4.0,FWD (Front Wheel Drive),20.14,Injection,Diesel,Hatchback,5.0,90PS@4200rpm,230Nm@1500-2500rpm,5.0,Polyurethene,Manual,2469 mm,,Manual Air conditioning with cooling and heating,2.0,,
149,Volkswagen,Polo,Comfortline 1.5 (D),Volkswagen Polo Comfortline 1.5 (D),851500,1498 cc,4.0,FWD (Front Wheel Drive),20.14,Injection,Diesel,Hatchback,5.0,90PS@4200rpm,230Nm@1500-2500rpm,5.0,Polyurethene,Manual,2469 mm,,Manual Air conditioning with cooling and heating,2.0,,
150,Volkswagen,Polo,Highline Plus 1.5 (D),Volkswagen Polo Highline Plus 1.5 (D),931500,1498 cc,4.0,FWD (Front Wheel Drive),20.14,Injection,Diesel,Hatchback,5.0,90PS@4200rpm,230Nm@1500-2500rpm,5.0,Leather,Manual,2469 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
151,Volkswagen,Polo,Gt Tsi,Volkswagen Polo Gt Tsi,976000,1197 cc,4.0,FWD (Front Wheel Drive),17.21,Injection,Petrol,Hatchback,5.0,105PS@5000rpm,175Nm@1500-4100rpm,5.0,Fabric,Automatic,2469 mm,,Fully automatic climate control,2.0,Rear sensors,
152,Volkswagen,Polo,Gt Tdi,Volkswagen Polo Gt Tdi,988500,1498 cc,4.0,FWD (Front Wheel Drive),19.91,Injection,Diesel,Hatchback,5.0,110PS@4400rpm,250Nm@1500-2500rpm,5.0,Fabric,Manual,2469 mm,,Fully automatic climate control,2.0,Rear sensors,
153,Maruti Suzuki,Dzire,Lxi,Maruti Suzuki Dzire Lxi,582613,1197 cc,4.0,FWD (Front Wheel Drive),22.0,Injection,Petrol,Sedan,4.0,84.3PS@6000rpm,115Nm@4000rpm,5.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,,
154,Maruti Suzuki,Dzire,Vxi,Maruti Suzuki Dzire Vxi,673112,1197 cc,4.0,FWD (Front Wheel Drive),22.0,Injection,Petrol,Sedan,4.0,84.3PS@6000rpm,115Nm@4000rpm,5.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,,
155,Maruti Suzuki,Dzire,Ldi,Maruti Suzuki Dzire Ldi,666622,1248 cc,4.0,FWD (Front Wheel Drive),28.4,Injection,Diesel,Sedan,4.0,75PS@4000rpm,190Nm@2000rpm,5.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,,
156,Maruti Suzuki,Dzire,Zxi,Maruti Suzuki Dzire Zxi,732113,1197 cc,4.0,FWD (Front Wheel Drive),22.0,Injection,Petrol,Sedan,4.0,84.3PS@6000rpm,115Nm@4000rpm,5.0,Fabric,Manual,2450 mm,Yes,Fully automatic climate control,2.0,Rear sensors,
157,Maruti Suzuki,Dzire,Vdi,Maruti Suzuki Dzire Vdi,757622,1248 cc,4.0,FWD (Front Wheel Drive),28.4,Injection,Diesel,Sedan,4.0,75PS@4000rpm,190Nm@2000rpm,5.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,,
158,Maruti Suzuki,Dzire,Vxi Amt,Maruti Suzuki Dzire Vxi Amt,720112,1197 cc,4.0,FWD (Front Wheel Drive),22.0,Injection,Petrol,Sedan,4.0,84.3PS@6000rpm,115Nm@4000rpm,5.0,Fabric,Automatic,2450 mm,,Manual Air conditioning with cooling and heating,2.0,,
159,Maruti Suzuki,Dzire,Zdi Amt,Maruti Suzuki Dzire Zdi Amt,863122,1248 cc,4.0,FWD (Front Wheel Drive),28.4,Injection,Diesel,Sedan,4.0,75PS@4000rpm,190Nm@2000rpm,5.0,Fabric,Automatic,2450 mm,Yes,Fully automatic climate control,2.0,Rear sensors,
160,Maruti Suzuki,Dzire,Zdi,Maruti Suzuki Dzire Zdi,816622,1248 cc,4.0,FWD (Front Wheel Drive),28.4,Injection,Diesel,Sedan,4.0,75PS@4000rpm,190Nm@2000rpm,5.0,Fabric,Manual,2450 mm,Yes,Fully automatic climate control,2.0,Rear sensors,
161,Maruti Suzuki,Dzire,Zxi Plus,Maruti Suzuki Dzire Zxi Plus,821613,1197 cc,4.0,FWD (Front Wheel Drive),22.0,Injection,Petrol,Sedan,4.0,84.3PS@6000rpm,115Nm@4000rpm,5.0,Fabric,Manual,2450 mm,Yes,Fully automatic climate control,2.0,Rear sensors,
162,Maruti Suzuki,Dzire,Zxi At,Maruti Suzuki Dzire Zxi At,779113,1197 cc,4.0,FWD (Front Wheel Drive),22.0,Injection,Petrol,Sedan,4.0,84.3PS@6000rpm,115Nm@4000rpm,5.0,Fabric,Automatic,2450 mm,Yes,Fully automatic climate control,2.0,Rear sensors,
163,Maruti Suzuki,Dzire,Zxi Plus Amt,Maruti Suzuki Dzire Zxi Plus Amt,868613,1197 cc,4.0,FWD (Front Wheel Drive),22.0,Injection,Petrol,Sedan,4.0,84.3PS@6000rpm,115Nm@4000rpm,5.0,Fabric,Automatic,2450 mm,Yes,Fully automatic climate control,2.0,Rear sensors,
164,Maruti Suzuki,Dzire,Zdi Plus,Maruti Suzuki Dzire Zdi Plus,906122,1248 cc,4.0,FWD (Front Wheel Drive),28.4,Injection,Diesel,Sedan,4.0,75PS@4000rpm,190Nm@2000rpm,5.0,Fabric,Manual,2450 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,
165,Maruti Suzuki,Dzire,Vdi Amt,Maruti Suzuki Dzire Vdi Amt,804622,1248 cc,4.0,FWD (Front Wheel Drive),28.4,Injection,Diesel,Sedan,4.0,75PS@4000rpm,190Nm@2000rpm,5.0,Fabric,Automatic,2450 mm,,Manual Air conditioning with cooling and heating,2.0,,
166,Maruti Suzuki,Dzire,Zdi Plus Amt,Maruti Suzuki Dzire Zdi Plus Amt,952622,1248 cc,4.0,FWD (Front Wheel Drive),28.4,Injection,Diesel,Sedan,4.0,75PS@4000rpm,190Nm@2000rpm,5.0,Fabric,Automatic,2450 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,
167,Ford,Freestyle,1.5L Tdci Ambiente,Ford Freestyle 1.5L Tdci Ambiente,676400,1498 cc,4.0,FWD (Front Wheel Drive),24.4,Injection,Diesel,Crossover,5.0,100PS@3750RPM,215Nm@1750-3000RPM,5.0,Fabric,Manual,2490 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
168,Ford,Freestyle,1.5L Tdci Titanium,Ford Freestyle 1.5L Tdci Titanium,790900,1498 cc,4.0,FWD (Front Wheel Drive),24.4,Injection,Diesel,Hatchback,5.0,100PS@3750RPM,215Nm@1750-3000RPM,5.0,Fabric,Manual,2490 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
169,Ford,Freestyle,1.5L Tdci Titanium Plus,Ford Freestyle 1.5L Tdci Titanium Plus,836400,1498 cc,4.0,FWD (Front Wheel Drive),24.4,Injection,Diesel,Hatchback,5.0,100PS@3750RPM,215Nm@1750-3000RPM,5.0,Fabric,Manual,2490 mm,Yes,Fully automatic climate control,6.0,Rear sensors with camera,Touch Sensitive
170,Ford,Freestyle,1.2L Ti-Vct Ambiente,Ford Freestyle 1.2L Ti-Vct Ambiente,591400,1194 cc,3.0,FWD (Front Wheel Drive),19.0,Injection,Petrol,Hatchback,5.0,96PS@6500rpm,120Nm@4250rpm,5.0,Fabric,Manual,2490 mm,,Manual Air conditioning with cooling and heating,2.0,,
171,Ford,Freestyle,1.2L Ti-Vct Titanium,Ford Freestyle 1.2L Ti-Vct Titanium,721400,1194 cc,3.0,FWD (Front Wheel Drive),19.0,Injection,Petrol,Hatchback,5.0,96PS@6500rpm,120Nm@4250rpm,5.0,Fabric,Manual,2490 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
172,Ford,Freestyle,1.2L Ti-Vct Titanium Plus,Ford Freestyle 1.2L Ti-Vct Titanium Plus,756400,1194 cc,3.0,FWD (Front Wheel Drive),19.0,Injection,Petrol,Hatchback,5.0,96PS@6500rpm,120Nm@4250rpm,5.0,Fabric,Manual,2490 mm,Yes,Fully automatic climate control,6.0,Rear sensors with camera,Touch Sensitive
173,Ford,Freestyle,1.2L Ti-Vct Trend Plus,Ford Freestyle 1.2L Ti-Vct Trend Plus,681400,1194 cc,3.0,FWD (Front Wheel Drive),19.0,Injection,Petrol,Crossover,5.0,96PS@6500rpm,120Nm@4250rpm,5.0,Fabric,Manual,2490 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors with camera,Touch Sensitive
174,Ford,Freestyle,1.5L Tdci Trend Plus,Ford Freestyle 1.5L Tdci Trend Plus,745900,1498 cc,3.0,FWD (Front Wheel Drive),24.4,Injection,Diesel,Crossover,5.0,100PS@3750RPM,215Nm@1750-3000RPM,5.0,Fabric,Manual,2490 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors with camera,Touch Sensitive
179,Volkswagen,Ameo,Trendline 1.0L,Volkswagen Ameo Trendline 1.0L,594000,999 cc,3.0,FWD (Front Wheel Drive),19.0,Injection,Petrol,Sedan,4.0,76PS@6200RPM,95Nm@3000-4300rpm,5.0,Fabric,Manual,2470 mm,,Air Conditioning with cooling only,2.0,,
180,Volkswagen,Ameo,Comfortline 1.0L,Volkswagen Ameo Comfortline 1.0L,665000,999 cc,3.0,FWD (Front Wheel Drive),19.0,Injection,Petrol,Sedan,4.0,76PS@6200RPM,95Nm@3000-4300rpm,5.0,Fabric,Manual,2470 mm,,Air Conditioning with cooling only,2.0,,
181,Volkswagen,Ameo,Highline Plus 1.0L,Volkswagen Ameo Highline Plus 1.0L,799900,999 cc,3.0,FWD (Front Wheel Drive),19.0,Injection,Petrol,Sedan,4.0,76PS@6200RPM,95Nm@3000-4300rpm,5.0,Fabric,Manual,2470 mm,,Air Conditioning with cooling only,2.0,Rear sensors with camera,Touch Sensitive
183,Ford,Aspire,1.2 Ti-Vct Ambiente,Ford Aspire 1.2 Ti-Vct Ambiente,598500,1194 cc,4.0,FWD (Front Wheel Drive),20.4,Injection,Petrol,Sedan,4.0,96PS@6500rpm,120Nm@4250rpm,5.0,Fabric,Manual,2490 mm,,Manual Air conditioning with cooling and heating,2.0,,
184,Ford,Aspire,1.2 Ti-Vct Trend Plus,Ford Aspire 1.2 Ti-Vct Trend Plus,697400,1194 cc,4.0,FWD (Front Wheel Drive),20.4,Injection,Petrol,Sedan,4.0,96PS@6500rpm,120Nm@4250rpm,5.0,Fabric,Manual,2490 mm,,Fully automatic climate control,2.0,"Rear sensors, Rear sensors with camera",Yes
185,Ford,Aspire,1.2 Ti-Vct Trend,Ford Aspire 1.2 Ti-Vct Trend,663400,1194 cc,4.0,FWD (Front Wheel Drive),20.4,Injection,Petrol,Sedan,4.0,96PS@6500rpm,120Nm@4250rpm,5.0,Fabric,Manual,2490 mm,,Manual Air conditioning with cooling and heating,2.0,"Rear sensors, Rear sensors with camera",
186,Ford,Aspire,1.5 Tdci Ambiente,Ford Aspire 1.5 Tdci Ambiente,699400,1498 cc,4.0,FWD (Front Wheel Drive),26.1,Injection,Diesel,Sedan,4.0,100PS@3750RPM,215Nm@1750-3000RPM,5.0,Fabric,Manual,2490 mm,,Manual Air conditioning with cooling and heating,2.0,,
187,Ford,Aspire,1.5 Tdci Trend,Ford Aspire 1.5 Tdci Trend,737400,1498 cc,4.0,FWD (Front Wheel Drive),26.1,Injection,Diesel,Sedan,4.0,100PS@3750RPM,215Nm@1750-3000RPM,5.0,Fabric,Manual,2490 mm,,Manual Air conditioning with cooling and heating,2.0,"Rear sensors, Rear sensors with camera",Yes
188,Ford,Aspire,1.5 Tdci Trend Plus,Ford Aspire 1.5 Tdci Trend Plus,777400,1498 cc,4.0,FWD (Front Wheel Drive),26.1,Injection,Diesel,Sedan,4.0,100PS@3750RPM,215Nm@1750-3000RPM,5.0,Fabric,Manual,2490 mm,,Fully automatic climate control,2.0,Rear sensors,
189,Ford,Aspire,1.5 Tdci Titanium,Ford Aspire 1.5 Tdci Titanium,817400,1498 cc,4.0,FWD (Front Wheel Drive),26.1,Injection,Diesel,Sedan,4.0,100PS@3750RPM,215Nm@1750-3000RPM,5.0,Fabric,Manual,2490 mm,,Fully automatic climate control,2.0,Rear sensors,
190,Ford,Aspire,1.5 Tdci Titanium Plus,Ford Aspire 1.5 Tdci Titanium Plus,862400,1498 cc,4.0,FWD (Front Wheel Drive),26.1,Injection,Diesel,Sedan,4.0,100PS@3700RPM,215Nm@1750-3000RPM,5.0,Leather,Manual,2490 mm,,Fully automatic climate control,6.0,,Touch Sensitive
191,Ford,Aspire,1.2 Ti-Vct Titanium Plus,Ford Aspire 1.2 Ti-Vct Titanium Plus,782400,1194 cc,4.0,FWD (Front Wheel Drive),19.4,Injection,Petrol,Sedan,4.0,96PS@6500rpm,120Nm@4250rpm,5.0,Leather,Manual,2490 mm,,Fully automatic climate control,6.0,Rear sensors,Touch Sensitive
192,Ford,Aspire,1.2 Ti-Vct Titanium,Ford Aspire 1.2 Ti-Vct Titanium,737400,1194 cc,4.0,FWD (Front Wheel Drive),19.4,Injection,Petrol,Sedan,4.0,96PS@6500rpm,120Nm@4250rpm,5.0,Fabric,Manual,2490 mm,,Fully automatic climate control,2.0,Rear sensors,Touch Sensitive
194,Ford,Aspire,1.2 Ti-Vct Blu,Ford Aspire 1.2 Ti-Vct Blu,762400,1194 cc,4.0,FWD (Front Wheel Drive),19.4,Injection,Petrol,Sedan,4.0,96PS@6500rpm,120Nm@4250rpm,5.0,Fabric,Manual,2490 mm,Yes,Fully automatic climate control,2.0,Rear sensors,Touch Sensitive
195,Ford,Aspire,1.5 Tdci Blu,Ford Aspire 1.5 Tdci Blu,842400,1498 cc,4.0,FWD (Front Wheel Drive),26.1,Injection,Diesel,Sedan,4.0,100PS@3750RPM,215Nm@1750-3000RPM,5.0,Fabric,Manual,2490 mm,Yes,Fully automatic climate control,2.0,Rear sensors,Touch Sensitive
196,Toyota,Platinum Etios,G,Toyota Platinum Etios G,627100,1496 cc,4.0,FWD (Front Wheel Drive),16.78,Injection,Petrol,Sedan,4.0,90PS@5600rpm,132Nm@3000rpm,5.0,Fabric,Manual,2550 mm,,Manual Air conditioning with cooling and heating,2.0,,
197,Toyota,Platinum Etios,V,Toyota Platinum Etios V,718600,1496 cc,4.0,FWD (Front Wheel Drive),16.78,Injection,Petrol,Sedan,4.0,90PS@5600rpm,132Nm@3000rpm,5.0,Fabric,Manual,2550 mm,,Manual Air conditioning with cooling and heating,2.0,,
198,Toyota,Platinum Etios,Gd,Toyota Platinum Etios Gd,734700,1364 cc,4.0,FWD (Front Wheel Drive),23.59,Injection,Diesel,Sedan,4.0,68PS@3800rpm,170Nm@1800-2400rpm,5.0,Fabric,Manual,2550 mm,,Manual Air conditioning with cooling and heating,2.0,,
199,Toyota,Platinum Etios,Vd,Toyota Platinum Etios Vd,828600,1364 cc,4.0,FWD (Front Wheel Drive),23.59,Injection,Diesel,Sedan,4.0,68PS@3800rpm,170Nm@1800-2400rpm,5.0,Fabric,Manual,2550 mm,,Manual Air conditioning with cooling and heating,2.0,,
200,Toyota,Platinum Etios,Vxd,Toyota Platinum Etios Vxd,888400,1364 cc,4.0,FWD (Front Wheel Drive),23.59,Injection,Diesel,Sedan,4.0,68PS@3800rpm,170Nm@1800-2400rpm,5.0,Fabric,Manual,2550 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
201,Toyota,Platinum Etios,Vx,Toyota Platinum Etios Vx,778400,1496 cc,4.0,FWD (Front Wheel Drive),16.78,Injection,Petrol,Sedan,4.0,90PS@5600rpm,132Nm@3000rpm,5.0,Fabric,Manual,2550 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
